fips,City FIPS,City Name,State,Total Properties,Depth_1in100_NOAA,Depth_1in100_FSF2023,Depth_1in100_FSF2053,RP_1in10_FSF2023,RP_1in20_FSF2023,RP_1in50_FSF2023,RP_1in100_FSF2023,RP_1in10_FSF2053,RP_1in20_FSF2053,RP_1in50_FSF2053,RP_1in100_FSF2053,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023","Properties in FSF 100 Year Zone, 2053",Properties in FSF 100 Year Zone but Not in FEMA SFHA,"Properties in FSF 100 Year Zone but Not in FEMA SFHA, Primary Flood Source is Pluvial",Properties in FEMA SFHA but not FSF 100 Year Zone
4241834,4241834,Laurel Mountain,pa,126,67,88.1,90.5,5,11,17,31,4,10,15,28,3,29,29,26,26,0
4241848,4241848,Laurel Run,pa,241,67.3,103,105.8,4,7.9,11.9,21,3.4,7.3,10.7,19,1,55,58,54,54,0
4241856,4241856,Laurelton,pa,127,67,113.4,116.4,3,5,7,12,2,4,6,11,19,70,70,51,40,0
4241880,4241880,Laurys Station,pa,418,72,117.9,121.9,3,6.9,9.9,15.9,3,5.9,8.9,13.9,6,41,41,35,12,0
4241904,4241904,Lavelle,pa,454,64.8,117.7,120.3,2,4,6,9.8,2,4,5.8,9,0,21,23,21,21,0
4241944,4241944,Lawnton,pa,1619,69,122,124.9,2,4,6,10,2,4,6,9,72,293,296,228,228,7
4241968,4241968,Lawrence,pa,683,65,88.1,91.1,5,10,15,27,4,9,13,24,20,25,25,5,1,0
4241992,4241992,Lawrence Park,pa,1604,66,80.9,83.9,8.1,16.6,24.3,44.1,7.1,14.6,21.1,38.3,2,35,70,33,33,0
4242016,4242016,Lawrenceville,pa,257,58,90.7,94.1,3,6,9,16,2,5,8,14,1,216,216,215,0,0
4242032,4242032,Lawson Heights,pa,1092,65,92.2,94.6,4,9,13,23,4,8,12,21,56,102,106,50,35,4
4242136,4242136,Leamersville,pa,44,66,79.7,82.2,7,16,24,45,6,14,21,40,16,25,25,9,7,0
4242168,4242168,Lebanon,pa,8709,69,119.9,122.7,3,5,7,12,3,5,7,11,115,2000,2040,1887,1326,2
4242192,4242192,Lebanon South,pa,936,69,119.7,122.4,3,5.3,7.7,12,3,5,7,11,3,98,103,95,87,0
4242280,4242280,Leechburg,pa,1093,66,89.7,92.4,5,11,17,28,4,10,15,25,3,268,266,265,42,0
4242328,4242328,Leeper,pa,147,65,78,81,10,19,28,48,8,16,24,41,0,0,0,0,0,0
4242352,4242352,Leesport,pa,787,68,126.5,130.2,2,4,6,10,2,4,6,9,22,50,57,31,24,3
4242392,4242392,Leetsdale,pa,767,65,85.5,88.7,5.5,12,18,32,4.5,10,15.5,27.5,1,572,573,571,1,0
4242472,4242472,Lehighton,pa,2227,76.5,130.7,134.8,2,5,7.5,13.5,2,4,6.5,12,45,147,154,105,65,3
4242596,4242596,Leith-Hatfield,pa,1320,63,84.7,86.8,5.3,10.9,16.4,28,4.3,9.9,15.1,25,7,124,126,117,117,0
4242632,4242632,Lemont,pa,1005,66.2,98.9,101.6,3.7,7.3,10.8,19.8,3,6.7,9.8,17.7,14,122,122,108,48,0
4242640,4242640,Lemont Furnace,pa,392,64,89.1,91.2,4,9,13,24,3,8,12,22,4,63,64,60,60,1
4242648,4242648,Lemoyne,pa,1806,70,118,121,2.6,5,7.6,12.6,2,5,7,11.6,1,70,73,69,66,0
4242672,4242672,Lenape Heights,pa,601,66,96.7,100.1,4,8.5,12.3,21,3,7,10.5,18,0,27,27,27,26,0
4242688,4242688,Lenhartsville,pa,90,70,118.7,122.1,3,6,9,14,3,5,8,12,4,27,29,23,9,0
4242704,4242704,Lenkerville,pa,305,66,120.4,123.1,2,4,6,9,2,3,5,8,37,94,97,57,13,0
4242776,4242776,Leola,pa,2375,69,119.9,123.1,3,5,8,12,3,5,7,11,0,77,81,77,77,0
4242824,4242824,LeRaysville,pa,154,54,95.2,97.9,3,5,7,11,2,5,6,10,3,10,11,7,7,0
4242912,4242912,Level Green,pa,1778,65,93.3,95.7,4,8.2,12.8,21.8,3.2,7.8,11,19.8,4,134,135,130,124,0
4242928,4242928,Levittown,pa,17637,77,118.7,123.6,4.6,8.6,12.1,20,4,7.5,10.6,17.4,189,1932,2072,1774,1774,31
4242968,4242968,Lewisberry,pa,158,70,113.3,116.1,3,6,9,15,3,6,8,13.1,5,32,32,27,27,0
4242976,4242976,Lewisburg,pa,1518,60,114.2,116.9,2,3,5,8,2,3,4,7,513,836,893,334,0,11
4242984,4242984,Lewis Run,pa,372,62,76.9,79.7,7.3,16.5,24.8,40.5,6.3,13.5,20.8,35,92,197,199,106,63,1
4243000,4243000,Lewistown,pa,3620,72.3,109.1,112,3,7,10.7,18.8,2.8,6.7,9.7,17.1,519,916,937,397,133,0
4243064,4243064,Liberty,pa,1349,64.3,93.4,96.1,4,8,12.4,20.7,3,7,11,18.3,1,57,57,56,50,0
4243128,4243128,Liberty,pa,127,52,87.1,90.4,3,6,8,13,2,5,7,11,14,47,47,33,33,0
4243224,4243224,Lightstreet,pa,355,60,100.1,102.3,4,7,9,14,4,6,8,13,11,40,40,30,30,1
4243232,4243232,Ligonier,pa,929,67,85.4,87.7,5,13,19,35.2,5,11,17,31.2,138,332,335,194,83,0
4243248,4243248,Lilly,pa,597,70,73.8,76.1,13,29,45,81,12,25,39,71,12,187,189,175,145,0
4243272,4243272,Lima,pa,429,73,117,121.7,4,8,11,16,3,7,9,14,0,18,18,18,18,0
4243320,4243320,Lime Ridge,pa,336,61,97.9,100.1,4,7.4,10.4,16,4,7,9.4,15,23,201,213,179,1,1
4243408,4243408,Lincoln,pa,751,64.1,91.9,94.6,4,9,13,22.1,4,8,12,19.7,0,165,164,165,78,0
4243496,4243496,Lincoln Park,pa,550,68,128.5,132.3,2,4,6,9,2,4,5,8,0,164,172,164,164,0
4243544,4243544,Lincoln University,pa,10,73,131.6,135.6,2,4,6,10,2,4,5,8,0,0,0,0,0,0
4243552,4243552,Lincolnville,pa,65,66.7,85,88.1,7,14,21,37.4,6,12,18,32.4,0,3,3,3,3,0
4243628,4243628,Linds Crossing,pa,193,67,81.3,83.9,7,15.4,24,44.7,6,13.4,21,39,168,171,171,5,0,2
4243656,4243656,Linesville,pa,572,67,87.4,90.7,6,13,20,33,5,11,17,29,12,55,55,43,43,0
4243672,4243672,Linglestown,pa,2803,69,118.7,121.6,2,5,7,12,2,4,6,11,48,225,230,203,203,26
4243704,4243704,Linntown,pa,953,60.3,112.7,115.4,2,3.5,5,8.5,2,3.5,4.5,7.5,68,195,206,127,34,0
4243720,4243720,Linwood,pa,1587,74,111.1,115.6,5,10,13,21,4,8,11,18,11,51,54,40,40,0
4243744,4243744,Lionville,pa,1862,71.1,130.7,135.3,3,5,6.1,10,2,4,6,9,0,131,148,131,131,0
4243816,4243816,Lititz,pa,3189,69.4,116.5,119.4,3,6,9,13.4,3,6,8,12.4,66,345,355,281,281,2
4243828,4243828,Little Britain,pa,153,72.6,128.7,132.2,2,4.6,6.4,10.4,2,4,5.6,9.4,0,10,10,10,10,0
4243928,4243928,Little Meadows,pa,184,56,88.6,91,3.8,6.8,9.8,17.4,3.6,6.8,8.8,15.4,15,74,77,60,51,1
4243944,4243944,Littlestown,pa,1864,73,122.7,126.2,2,5,7,12,2,4,6,11,0,58,58,58,58,0
4243968,4243968,Liverpool,pa,413,66,116,118.6,2,5,7,11,2,4,6,10,23,247,256,224,3,0
4244128,4244128,Lock Haven,pa,4053,56.1,101,104.3,2.1,5,6,10,2,4,5.1,8.1,363,857,888,568,82,74
4244224,4244224,Locustdale,pa,126,64,111.5,113.9,3,5,7,12,3,5,7,11,0,43,43,43,43,0
4244400,4244400,Loganton,pa,292,71.8,102.9,106.3,5.4,10.4,14.4,23.8,5,9.4,12.4,20.8,7,22,22,17,17,2
4244416,4244416,Loganville,pa,580,71,124.6,127.6,2,4.6,6.6,10.6,2,4,5.6,9.6,0,31,31,31,31,0
4244512,4244512,Long Branch,pa,304,64,82.3,84.6,5.9,12.6,19.4,34.9,4.9,11.6,17.4,31,2,42,42,40,40,0
4244528,4244528,Longfellow,pa,112,72.5,103,105.7,4,8.5,13.5,24.5,3,7.5,11.5,22,0,9,9,9,9,0
4244632,4244632,Loop,pa,884,66,78.2,80.7,8.7,17.5,26.3,49.5,7.7,15.5,23.3,43.7,55,106,115,59,49,8
4244664,4244664,Lorain,pa,463,70,84.9,87.4,6.8,14.7,22.5,44.2,5.8,12.7,20.5,39.2,14,150,151,138,138,2
4244672,4244672,Lorane,pa,1346,68.5,123.8,127.4,3,5,6.8,10.5,2.2,4.8,6,9.5,2,70,72,68,63,0
4244704,4244704,Loretto,pa,195,68,72.1,74.3,13,29,43,79,12,26,38,69,0,4,4,4,4,0
4244824,4244824,Lower Allen,pa,2753,70,116.8,119.7,3,6,8,13,2,5,7,12,36,260,266,227,217,3
4244864,4244864,Lower Burrell,pa,5878,66,97.4,100.4,3.1,8,11.9,20,3,7,10,17.9,79,584,584,506,278,1
4245192,4245192,Loyalhanna,pa,1944,65.7,92.5,94.9,4,8.6,12.9,23.6,3.6,7.6,11.6,21.4,18,184,192,168,168,2
4245312,4245312,Lucerne Mines,pa,530,67,83.5,86,7,14,21,40,6,13,19,35,26,23,23,5,2,8
4245452,4245452,Lumber City,pa,134,72,102.6,105.3,4,9,13,24,4,8,12,22,11,30,30,19,0,0
4245568,4245568,Luzerne,pa,1296,61.3,91.6,94,5,10,14,22.5,4,9,13,20.3,7,502,553,495,169,0
4245592,4245592,Lykens,pa,995,66,133.7,136.6,2,2.3,4,6,2,2,3.3,5.3,384,779,782,403,166,8
4245732,4245732,Lynnwood-Pricedale,pa,1260,64,86.7,89.1,5,10,15,27,4,9,14,24,23,87,87,65,65,1
4245752,4245752,Lyons,pa,196,69.5,114.8,118.2,4,7,10,15.5,3,6,9,13.5,0,45,46,45,45,0
4245824,4245824,McAdoo,pa,1090,73,126.8,130.3,2.7,5.3,7.7,13,2.7,4.7,6.7,11.3,51,187,189,137,137,1
4245848,4245848,McAlisterville,pa,460,70,119.9,123,2,4,6.4,11.4,2,4,6,10.4,59,97,103,45,45,7
4245992,4245992,McClure,pa,608,70.4,116.5,119.5,2,5,7.4,13.4,2,4.3,7,12.3,21,202,208,181,181,0
4246000,4246000,McConnellsburg,pa,500,74,105.7,109.4,3,8,12,23,3,6.5,10.5,20,5,91,92,86,86,0
4246016,4246016,McConnellstown,pa,693,68,95.1,98.1,4,8.5,13.5,25,3,7.5,12,22,21,96,97,75,60,0
4246072,4246072,McDonald,pa,1408,65,81.2,84,7.5,15,22,39.5,6.5,13,19.5,34,84,297,298,213,213,0
4246112,4246112,McElhattan,pa,593,60.1,98.4,101.6,3.7,6.6,8.9,14,3,5.6,7.9,12.7,54,124,135,79,74,9
4246120,4246120,McEwensville,pa,119,58,103.2,106,3,5,6.1,10,2.1,4.1,6,9,1,0,0,0,0,1
4246160,4246160,McGovern,pa,1842,65,87.9,90.7,5,10.3,15.5,27.8,4.3,9,13.5,24.5,19,179,180,160,149,0
4246216,4246216,McKean,pa,194,67,77.2,80,11,21,31,56,9,18,27,48,2,20,21,18,12,0
4246232,4246232,McKeansburg,pa,107,71,123.7,126.7,3,5,8,12,3,5,7,11,0,7,7,7,7,0
4246240,4246240,McKee,pa,166,66,79.1,81.6,7.3,16.6,24.8,46.7,6.3,14.6,21.8,41.4,40,40,41,21,1,21
4246256,4246256,McKeesport,pa,11549,64.2,92.9,95.7,4,8,12.8,21,3,7,11,18.3,27,2270,2302,2243,670,0
4246264,4246264,McKees Rocks,pa,2973,65,93.4,96.5,4,8,12.5,21.5,3,7,10.5,18.5,190,1515,1502,1325,176,0
4246280,4246280,McKinley,pa,1291,75,125.4,130.6,3,6.6,8.6,14.6,3,5.6,7.6,12.6,6,175,179,169,169,0
4246312,4246312,McKnightstown,pa,179,74,116.5,120.1,3,6,9,16,2,5,8,14,1,4,5,3,2,0
4246344,4246344,McMurray,pa,1946,65,88.4,91.4,5,10.3,15.3,27.3,4,9,13.3,23.3,10,251,249,241,241,0
4246376,4246376,McSherrystown,pa,939,72,120.6,124,2,5,7,13,2,5,6,11,30,62,64,56,56,24
4246392,4246392,Macungie,pa,914,70,115.4,119.2,4,7.3,10.3,15.5,3.3,6.3,9.3,14.3,1,77,77,76,76,0
4246400,4246400,McVeytown,pa,190,69,95.5,98.2,4,10,15,27,4,9,14,24,15,19,21,12,7,8
4246488,4246488,Madison,pa,240,65,92.2,94.5,4,9,13,23,4,8,12,21,0,7,7,7,7,0
4246504,4246504,Madisonburg,pa,100,70.1,103.5,106.4,4,9,12.1,21.3,4,8,11.1,19.1,0,21,22,21,21,0
4246568,4246568,Mahaffey,pa,271,66,81.8,84.4,7,16.3,24,40.7,6,14.3,20.3,35.7,39,61,62,23,12,1
4246592,4246592,Mahanoy City,pa,2770,71.7,129.9,133,2,4,6,10,2,4,6,9.7,0,1913,1944,1913,1410,0
4246720,4246720,Mainville,pa,72,61,98.9,101.1,4,8,10,16,4,7,9,14,4,44,50,41,36,1
4246728,4246728,Maitland,pa,189,72,109.3,112.2,3,7,11,19,3,6,10,17,19,55,55,36,25,0
4246792,4246792,Malvern,pa,963,72,126.9,131.3,3,5,8,11,3,5,7,10,0,50,50,50,50,0
4246800,4246800,Mammoth,pa,304,66,88.3,90.4,5,10.5,15.8,29.3,4.3,9.5,14.5,26.3,5,39,39,34,34,0
4246864,4246864,Manchester,pa,793,69,126.2,129.3,2,4,5,9,2,3,5,8,2,37,39,35,35,0
4246888,4246888,Manheim,pa,1948,69.2,110.4,113.1,4,8,11,16.4,4,7,10,15.4,154,238,277,101,73,17
4246944,4246944,Manns Choice,pa,170,67,82.5,85.2,6,14,22,41.3,5,12,19,36,9,36,37,28,23,1
4247000,4247000,Manor,pa,1548,65,93,95.5,4,8,13,22,3,8,11,20,35,134,135,99,84,0
4247064,4247064,Manorville,pa,188,66,97.5,100.9,4,8,12,20,3,7,10,17,93,187,186,94,0,0
4247080,4247080,Mansfield,pa,787,55.6,83.9,87.1,3,7,10.6,19.1,3,6,9.6,16.6,0,245,254,245,147,0
4247152,4247152,Maple Glen,pa,2457,73,121.7,126.7,4,7,9.1,15.1,3,6,8.1,13,5,111,117,106,106,0
4247248,4247248,Mapleton,pa,241,68,101.3,104.4,3,6.5,10.9,19.4,2.5,5.9,9.5,17.4,16,181,182,165,27,0
4247264,4247264,Mapletown,pa,89,63,85.3,87.5,4.5,9.5,15,27,4.5,8.5,13,24,0,3,3,3,2,0
4247344,4247344,Marcus Hook,pa,1017,74,111.1,115.6,5,10,13,21,4,8,11,18,22,291,383,271,167,2
4247400,4247400,Marianna,pa,349,64,87.9,90.7,4.3,10.1,15.3,25.6,4,9.1,13.3,22.5,8,25,25,17,14,0
4247404,4247404,Marianne,pa,379,66,79.2,82.1,10,19,28,48,8,17,24,41,1,13,15,12,10,0
4247416,4247416,Marienville,pa,814,64,77,79.8,9,18,27,47,7,16,23,40,0,20,20,20,17,0
4247424,4247424,Marietta,pa,1035,69,123.5,126.4,2,4.9,6,9.9,2,4,5.9,9,176,829,855,653,0,0
4247464,4247464,Marion,pa,425,74,108.1,111.6,3,7.9,11.8,21.2,2.9,6.9,9.9,18.7,1,45,46,44,44,0
4247472,4247472,Marion Center,pa,255,67,89.2,92.2,5.6,10.6,16.4,30,4.8,9.6,14.4,26,10,68,68,58,58,0
4247480,4247480,Marion Heights,pa,404,63,104.1,106.4,4,7,9,14,3,6,8,13,0,0,0,0,0,0
4247544,4247544,Marklesburg,pa,190,68,92.8,95.7,4,10,15,28,4,8,13,24,0,11,11,11,10,0
4247560,4247560,Markleysburg,pa,141,63,89.1,91.2,3,8,12,22,3,7,11,20,0,8,8,8,8,0
4247600,4247600,Marlin,pa,227,69,128.7,131.8,2,4,6,9,2,4,5,8,0,16,16,16,13,0
4247672,4247672,Mars,pa,652,65,87.8,91.1,5,11,16,28,4,9,14,24,10,111,112,101,101,0
4247728,4247728,Marshallton,pa,218,72,138.7,143.7,2,4,5,8,2,3,5,7,1,10,10,9,9,0
4247736,4247736,Marshallton,pa,892,63,98.7,100.9,4,8,11,18,4,8,10,16,13,123,123,110,12,0
4247872,4247872,Martinsburg,pa,897,66,85,87.7,5,13,19,35,5,11,16,31,0,108,110,108,108,0
4247880,4247880,Martinsburg Junction,pa,18,66,85,87.7,5,13,19,35,5,11,16,31,1,5,5,4,4,0
4247896,4247896,Martins Creek,pa,398,75,115,119.4,4,7.7,11.7,20.7,3.7,6.7,9.7,18.3,32,109,110,77,53,0
4247968,4247968,Marysville,pa,1181,69.1,120,122.9,2,5,7,11.2,2,4.1,6.1,10.2,38,234,234,197,63,1
4248000,4248000,Masontown,pa,1755,63,83.7,85.9,5,11.6,17.6,29.6,4.8,9.8,15.6,25.8,8,75,78,68,54,1
4248032,4248032,Masthope,pa,1967,64.4,99.8,103.4,3.7,7.7,11.4,19.9,3,6.7,9.9,17.3,5,149,152,144,123,0
4248048,4248048,Matamoras,pa,995,70,112,116.9,3,6,9,17,2,5,8,15,8,903,914,895,2,0
4248064,4248064,Mather,pa,382,64,90.8,93.6,4,8,12,22,3,7,11,19,2,23,26,21,19,0
4248072,4248072,Mattawana,pa,132,70,100.1,102.9,4,8.3,13,24,3,7.3,11.3,21,7,9,9,2,0,0
4248120,4248120,Maxatawny,pa,67,70,116.9,120.8,4,7,9,15,3,6,8,13,0,5,7,5,5,0
4248176,4248176,Mayfield,pa,991,60.4,108.4,111.7,2.3,4.8,6.8,11,2,4,6,10,309,360,361,54,41,3
4248224,4248224,Maytown,pa,1374,69,119.2,122,2,5,7.2,11.2,2,4.7,6.2,10.2,0,64,65,64,64,0
4248320,4248320,Meadowlands,pa,629,65,89.3,92.2,4.4,9.4,14.4,25.8,4,8.4,12.4,22.8,26,104,104,78,38,0
4248336,4248336,Meadowood,pa,1269,65,84.8,88,6,13,19,33,5,11,16,28.7,5,63,67,58,58,0
4248360,4248360,Meadville,pa,5165,67,85,88.1,6.7,14.8,21.8,37.4,5.7,12.7,18.8,32.2,628,1035,1046,434,356,27
4248376,4248376,Mechanicsburg,pa,3578,71,121.4,124.7,2,5,7,12,2,4,6,10.9,17,364,374,353,353,6
4248448,4248448,Mechanicsville,pa,271,70,126.7,129.7,2,5,6,10,2,4,6,9.5,0,84,84,84,58,0
4248480,4248480,Media,pa,2063,73,117.2,121.8,4,8,11,16,3,7,9,14,9,142,144,133,133,0
4248696,4248696,Mercer,pa,905,67,85,88.4,6,14,21,37,5,12,18,31,42,49,50,10,10,3
4248704,4248704,Mercersburg,pa,731,74,109.8,113.6,3,7,10.3,19.3,2.3,6,9,16.7,16,172,182,156,156,0
4248728,4248728,Meridian,pa,1759,65,84,87.2,6,13,20,34,5,11,17,29,1,128,135,127,127,0
4248768,4248768,Merion Station,pa,1835,73,118.2,122.9,4,8,11,16.2,4,7,9.6,14,2,190,197,188,188,0
4248824,4248824,Mertztown,pa,275,70,115.2,119.1,4,7,10,16,3,6,9,14,3,26,27,23,23,0
4248856,4248856,Meshoppen,pa,231,54,87.4,89.6,4,7,9.7,16.3,3.7,6.7,8.7,14.3,63,117,118,54,4,0
4248868,4248868,Messiah College,pa,10,71,122.4,125.6,2,4.5,6.5,11.5,2,4,6,10.5,0,2,2,2,1,0
4248904,4248904,Mexico,pa,265,71,124.4,127.7,2,4,6,10.6,2,3,5,9.6,60,120,124,63,4,3
4248912,4248912,Meyersdale,pa,1208,64,90.5,93,3,7,11,22,2,6,10,20,73,281,285,220,86,12
4248960,4248960,Middleburg,pa,704,65.8,113,116,2,5,7,11.8,2,4,6.8,10,96,154,159,62,37,4
4249048,4249048,Middleport,pa,272,72,123.5,126.5,3,6,8,13,3,5,7,12,66,152,154,86,73,0
4249128,4249128,Middletown,pa,2880,69,119.7,122.6,2,4.9,6.9,11.5,2,4,5.9,10.5,238,1044,1051,806,150,0
4249144,4249144,Middletown,pa,3102,71,134.9,140,2,3.9,5.3,9.1,2,3.1,4.9,8,97,451,463,354,344,0
4249184,4249184,Midland,pa,1359,65,89.9,93.5,4,9,14,25,4,8,12,21,3,183,207,180,179,0
4249224,4249224,Midway,pa,408,72,120.6,124,2,5,7,13,2,5,6,11,0,3,3,3,3,0
4249240,4249240,Midway,pa,457,65,77.4,80.4,9,18,27,48,7,16,23,41,35,126,126,97,97,6
4249272,4249272,Mifflin,pa,235,71,112.7,115.6,2.8,5.8,8.8,15.6,2,5,7.8,14.4,127,134,135,8,3,1
4249288,4249288,Mifflinburg,pa,1539,63,113,116,2,4,6,10,2,4,5,9,35,121,130,87,81,1
4249304,4249304,Mifflintown,pa,335,71,123,126.2,2,4,6,11,2,4,6,10,28,61,61,33,0,0
4249312,4249312,Mifflinville,pa,613,62,95.9,98,5,9,12,19,4,8,11,18,28,261,272,233,21,0
4249368,4249368,Milesburg,pa,494,64,96.9,99.5,3.7,7.7,10.7,19.3,3,6.7,9.7,16.7,154,299,312,148,41,3
4249400,4249400,Milford,pa,607,67.3,110,114.4,3,6,9,16.3,2,5,8,14.3,36,157,163,123,117,2
4249440,4249440,Milford Square,pa,453,70,122.8,127.6,3,6,8.4,12.4,3,5,7.4,10.4,10,23,23,13,6,0
4249504,4249504,Millbourne,pa,230,73,118.3,123.1,4,8,11,16,3.8,7,9,14,1,3,3,2,1,0
4249552,4249552,Mill Creek,pa,188,67,99,102,3,7.1,11.1,20.3,2.4,6.1,10.1,18.2,14,55,55,41,8,0
4249680,4249680,Millersburg,pa,1211,66,120.4,123.1,2,4,6,9,2,3,5,8,58,313,316,256,66,1
4249704,4249704,Millerstown,pa,12,67,87.9,90.7,4.8,10.7,17.5,32.2,4.8,9.7,15.5,28.3,0,6,6,6,6,0
4249720,4249720,Millerstown,pa,313,68.3,112.5,115.3,2.7,5.7,7.7,13.7,2,5,7,12.3,0,63,63,63,4,0
4249728,4249728,Millersville,pa,2099,70,128.8,131.9,2,3.9,5,9,2,3,5,8,2,152,156,150,149,0
4249736,4249736,Millerton,pa,161,58,86.1,89.1,3,7.5,11.5,20.5,3,6.5,10.3,17.5,8,80,87,72,62,0
4249760,4249760,Mill Hall,pa,1039,57.5,101.3,104.6,2.5,5,6.5,10.5,2,4,6,9,392,531,539,153,2,14
4249768,4249768,Millheim,pa,486,72,104.3,107.3,4.2,9.2,13.4,22.6,4,8.2,12.2,20.6,97,196,197,110,36,11
4249848,4249848,Mill Run,pa,133,67,80.3,82.7,7,17,25,47,7,15,22,41,30,68,68,40,40,2
4249880,4249880,Millsboro,pa,530,64,84.3,86.6,5,11.3,17,31,5,10,15,27.7,92,225,227,133,5,0
4249920,4249920,Millvale,pa,1932,65,98.5,101.4,3,6,10,17,3,6,9,15,41,1247,1247,1206,394,0
4249936,4249936,Mill Village,pa,201,67,74.2,76.9,13,25,37,66,11,22,32,57,9,62,64,53,53,0
4249944,4249944,Millville,pa,411,59,103.6,106,3,5,7,11,2.7,4.7,6,10,7,78,78,71,34,0
4249960,4249960,Millwood,pa,174,66,97.6,100.1,3,7,10,19,3,6,9,17,9,65,66,57,57,1
4250000,4250000,Milroy,pa,704,72,96,98.5,5,11.8,18.6,32,5,10.8,16.8,29,209,302,304,100,54,7
4250016,4250016,Milton,pa,2667,59.1,106.3,109.1,2.8,4.8,5.9,9.8,2,4,5.8,8.8,702,1020,1039,321,205,3
4250088,4250088,Minersville,pa,2181,69,128.5,131.3,2,4,6,9,2,4,5,8.3,129,913,917,784,693,0
4250104,4250104,Mingoville,pa,254,66.4,104.8,107.7,3,6.1,8.9,16,2.4,5.1,8.1,14.6,14,69,69,63,63,8
4250160,4250160,Misericordia University,pa,8,60,98.5,101.1,4,6.9,10,15,3,6,9,14,0,1,1,1,1,0
4250208,4250208,Mocanaqua,pa,410,63,107.8,110.4,3,6,8,13,3,5,7,12,123,287,292,164,31,0
4250232,4250232,Modena,pa,243,71,130.1,134.1,3,5,6,10,2,4,6,8,39,97,97,58,28,0
4250272,4250272,Mohnton,pa,1069,68,128.1,131.9,2,4,6,9,2,4,5,8,13,194,195,181,181,0
4250280,4250280,Mohrsville,pa,215,68.3,126.6,130.4,2,4,6,10,2,4,6,9,0,11,12,11,9,0
4250320,4250320,Monaca,pa,2740,65,85.5,88.9,5.7,12,18.3,31.7,4.7,10.1,14.9,26.9,6,778,746,774,65,2
4250344,4250344,Monessen,pa,5019,64,91.2,93.7,3.8,8.2,12.9,22.5,3.4,7.2,10.9,20.1,14,686,686,673,328,1
4250408,4250408,Monongahela,pa,2601,64,90.8,93.4,4,9.4,13.8,22.5,3.8,8.4,12.4,20.1,287,906,907,620,68,1
4250432,4250432,Monroe,pa,267,54,87.2,89.4,3,6,9,15,3,6,8,14,187,62,68,8,6,133
4250528,4250528,Monroeville,pa,11594,65,93.1,95.8,3.9,8.5,12.7,22,3.6,7.5,11,19.8,5,995,1019,990,912,0
4250544,4250544,Mont Alto,pa,612,76.3,109.3,112.9,4,8.6,12.6,23.3,3,7,10.6,20.3,22,200,202,178,178,0
4250552,4250552,Montandon,pa,480,60,112.6,115.2,2,3.6,5,8.6,2,3.6,4.6,7.6,214,309,315,96,18,1
4250560,4250560,Mont Clare,pa,964,70.8,118.7,123.2,4,7,9.8,14.8,3,6,8.3,12.8,198,386,387,188,143,0
4250632,4250632,Montgomery,pa,601,58,103.1,105.8,3,5,6,10,2,4,6,9,177,167,176,28,0,38
4250672,4250672,Montgomeryville,pa,5067,71.9,114.7,119.3,4.7,8.3,11.7,17.7,4,7,9.7,15.5,5,157,159,154,154,2
4250720,4250720,Montoursville,pa,2056,59,99.1,101.9,3,6,8,13,3,5.8,7,11,84,396,409,347,344,35
4250736,4250736,Montrose,pa,779,56,97.3,100.2,3,6,8,12,3,5,7,11,4,30,30,29,29,3
4250748,4250748,Montrose Manor,pa,334,68,128.1,131.8,2,4,6,9,2,4,5,8,16,41,40,27,27,2
4250760,4250760,Monument,pa,80,62,95.4,98.5,3,7,10,18,3,6,9,15,58,69,69,11,0,0
4250860,4250860,Moores Mill,pa,27,67,87.2,90,5,12,18,33,5,11,16,29,0,6,6,6,6,0
4250879,4250879,Moose Run,pa,89,64,95.9,98.5,4,8,11,20,3,7,10,17,8,48,48,40,40,0
4250880,4250880,Moosic,pa,2698,58.1,99.2,102.1,3,5.5,8.2,13.7,2.5,5,7.4,12.2,154,660,665,509,328,3
4250924,4250924,Morea,pa,133,71,127.7,130.7,3,4.7,6.7,11,2,4,6,10,0,0,0,0,0,0
4251008,4251008,Morgan Hill,pa,576,73,133.6,139,2,4,6,11,2,4,5,9,0,2,2,2,2,0
4251016,4251016,Morgantown,pa,595,70,135.3,139.4,2,4,5,8,2,3,5,7,1,37,37,36,36,0
4251120,4251120,Morrisdale,pa,429,65,92.6,95.2,3.9,8.6,12.6,23.3,3.7,7.6,10.7,20.6,0,29,29,29,29,0
4251144,4251144,Morrisville,pa,3120,77,116.4,121.3,5,9,13,21.6,4,8,11,18.6,102,477,503,379,198,4
4251152,4251152,Morrisville,pa,882,64,93.8,96.6,3,8,11,19,3,7,10,17,46,144,144,98,46,0
4251176,4251176,Morton,pa,958,73,116.4,121.1,4,8,11,17,4,7,9,14,43,104,109,80,80,19
4251208,4251208,Moscow,pa,896,67.7,116.7,120.2,2.4,5.4,7.8,13.5,2,4.4,6.8,11.8,24,116,117,94,81,2
4251240,4251240,Moshannon,pa,155,64,87.2,89.7,5,11,17,29,5,10,15,26,0,1,1,1,1,0
4251320,4251320,Mount Aetna,pa,239,68,119,121.7,3,5,7,12,3,5,7,11,0,7,7,7,7,0
4251344,4251344,Mountainhome,pa,749,74.4,115.4,119.2,3,7,11,19.4,3,6,9,17.4,28,79,81,53,38,2
4251384,4251384,Mountain Top,pa,4970,70,108.7,111.6,3.8,7.5,11.3,19.6,3,6.6,10,17.8,46,496,501,453,444,3
